HEB_NAME,LAT,LONG,HEB_WIKI_LINK
בנימינה-גבעת עדה,32.5232,34.94499,https://he.wikipedia.org/wiki/בנימינה-גבעת_עדה
ביר אל-מכסור,32.77732,35.22069,https://he.wikipedia.org/wiki/ביר_אל-מכסור
ביריה,32.97832,35.49973,https://he.wikipedia.org/wiki/ביריה
ביתן אהרן,32.36738,34.8743,https://he.wikipedia.org/wiki/ביתן_אהרן
בטחה,31.33431,34.63371,https://he.wikipedia.org/wiki/בטחה
ביצרון,31.79446,34.72806,https://he.wikipedia.org/wiki/ביצרון
בני דקלים,31.516296407030428,34.917384852093434,https://he.wikipedia.org/wiki/בני_דקלים
ברוכין,32.07216,35.09943,https://he.wikipedia.org/wiki/ברוכין
בועיינה-נוג'ידאת,32.80966,35.36987,https://he.wikipedia.org/wiki/בועיינה-נוג'ידאת
בוקעאתא,33.20111,35.77917,https://he.wikipedia.org/wiki/בוקעאתא
בורגתא,32.32635,34.96236,https://he.wikipedia.org/wiki/בורגתא
בוסתן הגליל,32.95119,35.08298,https://he.wikipedia.org/wiki/בוסתן_הגליל
דבורייה,32.69256,35.37123,https://he.wikipedia.org/wiki/דבורייה
דפנה,33.23013,35.63867,https://he.wikipedia.org/wiki/דפנה_(קיבוץ)
דחי,32.62094,35.34454,https://he.wikipedia.org/wiki/דחי_(כפר)
דלית אל-כרמל,32.69383,35.04686,https://he.wikipedia.org/wiki/דלית_אל-כרמל
דליה,32.58943472038071,35.07512272844359,https://he.wikipedia.org/wiki/דליה_(קיבוץ)
דלתון,33.016702864327,35.488471092871876,https://he.wikipedia.org/wiki/דלתון_(מושב)
דן,33.239399062320174,35.65336348127006,https://he.wikipedia.org/wiki/דן_(קיבוץ)
דברת,32.64753,35.34967,https://he.wikipedia.org/wiki/דברת
דגניה א,32.70798,35.57487,https://he.wikipedia.org/wiki/דגניה א
דגניה ב,32.69987,35.57596,https://he.wikipedia.org/wiki/דגניה ב
דיר אל-אסד,32.93598,35.26998,https://he.wikipedia.org/wiki/דיר_אל-אסד
דיר חנא,32.86196,35.36365,https://he.wikipedia.org/wiki/דיר_חנא
דיר ראפאת,31.77643,34.94705,https://he.wikipedia.org/wiki/דיר_ראפאת
דמיידה,32.81519,35.22724,https://he.wikipedia.org/wiki/דמיידה
דקל,31.196302806559768,34.34754349259627,https://he.wikipedia.org/wiki/דקל_(מושב)
דריג'את,31.30239809183615,35.077387117988735,https://he.wikipedia.org/wiki/דריג'את
דבורה,32.554124295498546,35.263246431685715,https://he.wikipedia.org/wiki/דבורה_(מושב)
דימונה,31.07079,35.03269,https://he.wikipedia.org/wiki/דימונה
דישון,33.08263077662494,35.517938093151926,https://he.wikipedia.org/wiki/דישון_(מושב)
דולב,31.92609,35.13393,https://he.wikipedia.org/wiki/דולב_(יישוב)
דור,32.60844,34.91414,https://he.wikipedia.org/wiki/דור_(מושב)
דורות,31.50646,34.6456,https://he.wikipedia.org/wiki/דורות
דובב,33.051039079753345,35.40623573043287,https://he.wikipedia.org/wiki/דובב
דביר,31.41222,34.8254,https://he.wikipedia.org/wiki/דביר_(קיבוץ)
אפרת,31.65305,35.15013,https://he.wikipedia.org/wiki/אפרת
עיילבון,32.83693,35.40029,https://he.wikipedia.org/wiki/עיילבון
עין אל-אסד,32.94137,35.39639,https://he.wikipedia.org/wiki/עין_אל-אסד
עין הוד,32.70096,34.98362,https://he.wikipedia.org/wiki/עין_הוד
עין מאהל,32.72304,35.35303,https://he.wikipedia.org/wiki/עין_מאהל
עין נקובא,31.79366,35.12064,https://he.wikipedia.org/wiki/עין_נקובא
עין קנייא,33.23624288397188,35.731733677593795,https://he.wikipedia.org/wiki/עין_קנייא
עין ראפה,31.7902,35.11528,https://he.wikipedia.org/wiki/עין_ראפה
אלעד,32.0502009931771,34.95134492317009,https://he.wikipedia.org/wiki/אלעד
תלמי אלעזר,32.44566,34.97717,https://he.wikipedia.org/wiki/תלמי_אלעזר
אל-רום,33.18083,35.77165,https://he.wikipedia.org/wiki/אל-רום
אילת,29.55805,34.94821,https://he.wikipedia.org/wiki/אילת
עלי,32.07233198839848,35.26543390209591,https://he.wikipedia.org/wiki/עלי_(יישוב)
אלי-עד,32.8057,35.7349,https://he.wikipedia.org/wiki/אלי-עד
אליאב,31.52961,34.93046,https://he.wikipedia.org/wiki/אליאב
אליפז,29.7949,35.0113,https://he.wikipedia.org/wiki/אליפז_(קיבוץ)
אליפלט,32.94722,35.54791,https://he.wikipedia.org/wiki/אליפלט
https://he.wikipedia.org/wiki/אלישמע,32.15208,34.92827,אלישמע
אילון,33.06365,35.22009,https://he.wikipedia.org/wiki/אילון
אלון מורה,32.231476713560795,35.33575938936239,https://he.wikipedia.org/wiki/אלון_מורה
אלקנה,32.110472272608845,35.033887443477624,https://he.wikipedia.org/wiki/אלקנה
אלקוש,33.03346,35.32443,https://he.wikipedia.org/wiki/אלקוש
אליכין,32.40793,34.92433,https://he.wikipedia.org/wiki/אליכין
אליקים,32.63196,35.06694,https://he.wikipedia.org/wiki/אליקים
אלישיב,32.38108,34.90883,https://he.wikipedia.org/wiki/אלישיב_(מושב)
אמונים,31.74391,34.6754,https://he.wikipedia.org/wiki/אמונים
עין אילה,32.62899,34.94483,https://he.wikipedia.org/wiki/עין_אילה
עין דור,32.65614,35.41703,https://he.wikipedia.org/wiki/עין_דור
עין גדי,31.45238,35.38443,https://he.wikipedia.org/wiki/עין_גדי_(קיבוץ)
עין גב,32.78269,35.63841,https://he.wikipedia.org/wiki/עין_גב
עין הבשור,31.28216,34.44149,https://he.wikipedia.org/wiki/עין_הבשור
עין העמק,32.63068662305211,35.0844534655513,https://he.wikipedia.org/wiki/עין_העמק
עין החורש,32.38629,34.93967,https://he.wikipedia.org/wiki/עין_החורש
עין המפרץ,32.90308,35.09619,https://he.wikipedia.org/wiki/עין_המפרץ
"עין הנצי""ב",32.47037,35.50242,"https://he.wikipedia.org/wiki/עין_הנצי""ב"
עין חרוד איחוד,32.56382,35.39037,https://he.wikipedia.org/wiki/עין_חרוד_איחוד
עין חרוד מאוחד,32.55784,35.39214,https://he.wikipedia.org/wiki/עין_חרוד_מאוחד
עין השלושה,31.35134314100061,34.401393531747615,https://he.wikipedia.org/wiki/עין_השלושה
עין השופט,3232.59482812018101,35.10098029676803,https://he.wikipedia.org/wiki/עין_השופט
עין חצבה,30.79872,35.246,https://he.wikipedia.org/wiki/עין_חצבה_(מושב)
עין הוד,32.70161958431534,34.98203505365431,https://he.wikipedia.org/wiki/עין_הוד
עין עירון,32.485395708471025,35.009357772929654,https://he.wikipedia.org/wiki/עין_עירון
ען כרם,31.767714827030957,35.16112802731233,https://he.wikipedia.org/wiki/ען_כרם
עין כרמל,32.67539095666621,34.9518659602996,https://he.wikipedia.org/wiki/עין_כרמל
עין שריד,32.27413,34.93408,https://he.wikipedia.org/wiki/עין_שריד
עין שמר,32.46323,35.00687,https://he.wikipedia.org/wiki/עין_שמר
עין תמר,30.943,35.374,https://he.wikipedia.org/wiki/עין_תמר
עין ורד,32.26667,34.93333,https://he.wikipedia.org/wiki/עין_ורד
עין יעקב,33.01061426387807,35.22773281272015,https://he.wikipedia.org/wiki/עין_יעקב
עין יהב,30.65611887495906,35.23308706610531,https://he.wikipedia.org/wiki/עין_יהב
עין זיוון,33.09653,35.79636,https://he.wikipedia.org/wiki/עין_זיוון
עין צורים,31.69464,34.7194,https://he.wikipedia.org/wiki/עין_צורים
עינת,32.08318,34.93866,https://he.wikipedia.org/wiki/עינת
ענב,32.28626357443882,35.124942582175024,https://he.wikipedia.org/wiki/ענב_(יישוב)
ארז,31.560221254793525,34.56388196300577,https://he.wikipedia.org/wiki/ארז_(קיבוץ)
אשבול,31.44677,34.6672,https://he.wikipedia.org/wiki/אשבול_(מושב)
אשל הנשיא,31.32567,34.69744,https://he.wikipedia.org/wiki/אשל_הנשיא
אשחר,32.8864,35.30059,https://he.wikipedia.org/wiki/אשחר_(יישוב)
אשכולות,31.391472981238497,34.904598156062434,https://he.wikipedia.org/wiki/אשכולות
אשתאול,31.78072,35.00994,https://he.wikipedia.org/wiki/אשתאול
איתן,31.57396356372985,34.74849881116888,https://he.wikipedia.org/wiki/איתן_(מושב)
אתגר,32.85920588153256,35.25602902233222,https://he.wikipedia.org/wiki/אתגר_(יישוב)
אבן מנחם,33.07421,35.29404,https://he.wikipedia.org/wiki/אבן_מנחם
אבן ספיר,31.76319,35.13422,https://he.wikipedia.org/wiki/אבן_ספיר
אבן שמואל,31.57641,34.76342,https://he.wikipedia.org/wiki/אבן_שמואל
אבן יהודה,32.26959,34.88759,https://he.wikipedia.org/wiki/אבן_יהודה
גלעד,32.55716,35.07704,https://he.wikipedia.org/wiki/גלעד_(קיבוץ)
עברון,32.99556,35.10092,https://he.wikipedia.org/wiki/עברון
אייל,32.21156,34.97946,https://he.wikipedia.org/wiki/אייל_(קיבוץ)
אחיעזר,31.98133,34.87213,https://he.wikipedia.org/wiki/אחיעזר
עזוז,30.79245,34.47267,https://he.wikipedia.org/wiki/עזוז
פסוטה,33.04895,35.30893,https://he.wikipedia.org/wiki/פסוטה
פוריידיס,32.59812,34.95153,https://he.wikipedia.org/wiki/פוריידיס
געש,32.22898,34.83133,https://he.wikipedia.org/wiki/געש
געתון,33.00628,35.21477,https://he.wikipedia.org/wiki/געתון_(קיבוץ)
גדיש,32.55873,35.24471,https://he.wikipedia.org/wiki/גדיש
גדות,33.01915,35.61943,https://he.wikipedia.org/wiki/גדות
גלאון,31.63369,34.84868,https://he.wikipedia.org/wiki/גלאון
גן הדרום,31.80413,34.69994,https://he.wikipedia.org/wiki/גן_הדרום
גן השומרון,32.46273156744149,34.99755604324904,https://he.wikipedia.org/wiki/גן_השומרון
גן חיים,32.19512,34.90341,https://he.wikipedia.org/wiki/גן_חיים
גן נר,32.53106,35.3377,https://he.wikipedia.org/wiki/גן_נר
קבוצת שילר,31.87864,34.79961,https://he.wikipedia.org/wiki/קבוצת_שילר
גן שמואל,32.4492,34.95234,https://he.wikipedia.org/wiki/גן_שמואל
גן שורק,31.944112228079227,34.75587653967036,https://he.wikipedia.org/wiki/גן_שורק
גן יבנה,31.784650808581546,34.71385295456118,https://he.wikipedia.org/wiki/גן_יבנה
גן יאשיה,32.34928,34.99398,https://he.wikipedia.org/wiki/גן_יאשיה
גני עם,32.1529,34.90038,https://he.wikipedia.org/wiki/גני_עם
גני הדר,31.87858,34.85363,https://he.wikipedia.org/wiki/גני_הדר
גני מודיעין,31.930046788912676,35.016336161385404,https://he.wikipedia.org/wiki/גני_מודיעין
גני טל,31.789361688060843,34.78952637044813,https://he.wikipedia.org/wiki/גני_טל
גני תקווה,32.05971,34.8732,https://he.wikipedia.org/wiki/גני_תקווה
גני יוחנן,31.85446,34.83643,https://he.wikipedia.org/wiki/גני_יוחנן
גנות,32.01572104250688,34.830796175999424,https://he.wikipedia.org/wiki/גנות
גנות הדר,32.32244,34.90178,https://he.wikipedia.org/wiki/גנות_הדר
גת רימון,32.07103,34.88216,https://he.wikipedia.org/wiki/גת_רימון
גת,31.627963353222075,34.792604138363025,https://he.wikipedia.org/wiki/גת_(קיבוץ)
גזית,32.63893,35.4469,https://he.wikipedia.org/wiki/גזית
גיאה,31.62773675692138 34.60088507179709,https://he.wikipedia.org/wiki/גיאה
גאליה,31.88419,34.76568,https://he.wikipedia.org/wiki/גאליה_(מושב)
גאולי תימן,32.39269360803677,34.90124596524222,https://he.wikipedia.org/wiki/גאולי_תימן
גאולים,32.29962,34.94514,https://he.wikipedia.org/wiki/גאולים_(מושב)
גדרה,31.81456,34.77998,https://he.wikipedia.org/wiki/גדרה
גפן,31.74058,34.87902,https://he.wikipedia.org/wiki/גפן_(מושב)
גליל ים,32.15733,34.83141,https://he.wikipedia.org/wiki/גליל_ים
